group,dominant_topic,topic_label,topic_prob,sentiment,polarity,subjectivity
sport.hockey.nhl,Topic 26,football player vs. football team,0.391,Positive,0.35,0.72
sport.hockey.nhl,Topic 13,let put,0.283,Positive,0.215,0.327
politics.mideast.israel,Topic 18,armenian azerbaijan,0.355,Neutral,0.0,0.0
sci.crypt,Topic 13,let put,0.3,Neutral,-0.031,0.585
comp.windows.x,Topic 16,file image,0.374,Positive,0.212,0.875
sci.electronics.circuit,Topic 12,computer system,0.257,Negative,-0.504,0.629
rec.sport.baseball,Topic 26,football player vs. football team,0.405,Positive,0.15,0.4
politics.mideast.arab,Topic 17,evidence claim,0.27,Negative,-0.178,0.367
comp.windows.x,Topic 16,file image,0.295,Positive,0.117,0.3
rec.sport.baseball,Topic 13,let put,0.349,Positive,0.35,0.55
religion.christian.church,Topic 14,god christian,0.585,Neutral,0.021,0.679
talk.politics.misc,Topic 30,president of the united states,0.329,Neutral,0.017,0.217
sport.hockey.nhl,Topic 13,let put,0.273,Negative,-0.5,0.4
alt.atheism,Topic 18,armenian azerbaijan,0.243,Positive,0.367,0.4
comp.os.ms-windows.misc,Topic 16,file image,0.571,Negative,-0.125,0.375
rec.autos.buying,Topic 4,state law gun,0.257,Negative,-0.09,0.3
rec.sport.baseball,Topic 13,let put,0.325,Positive,0.204,0.233
rec.sport.baseball,Topic 16,file image,0.314,Positive,0.317,0.383
sci.space.nasa,Topic 9,space earth,0.242,Positive,0.176,0.538
politics.guns.control,Topic 13,let put,0.357,Positive,0.225,0.725
religion.christian.church,Topic 14,god christian,0.545,Positive,0.099,0.462
politics.mideast.israel,Topic 13,let put,0.5,Positive,0.4,0.4
rec.motorcycles,Topic 13,let put,0.294,Positive,0.091,0.456
sci.space.nasa,Topic 9,space earth,0.366,Positive,0.056,0.207
comp.graphics.software,Topic 16,file image,0.432,Positive,0.054,0.483
comp.windows.x,Topic 22,window set color,0.445,Positive,0.136,0.455
comp.os.ms-windows.misc,Topic 12,computer system,0.355,Positive,0.082,0.457
comp.windows.x,Topic 19,client server,0.251,Positive,0.22,0.454
rec.motorcycles,Topic 13,let put,0.496,Positive,0.33,0.453
misc.forsale,Topic 16,file image,0.242,Positive,0.25,0.35
religion.christian.church,Topic 17,evidence claim,0.308,Positive,0.068,0.351
sci.crypt,Topic 13,let put,0.402,Positive,0.2,1.0
comp.windows.x,Topic 16,file image,0.553,Positive,0.212,0.675
sport.hockey.nhl,Topic 13,let put,0.411,Negative,-0.188,0.607
politics.mideast.israel,Topic 7,israel jew,0.331,Positive,0.209,0.474
sci.electronics.circuit,Topic 19,client server,0.326,Positive,0.375,0.35
rec.sport.baseball,Topic 13,let put,0.393,Negative,-0.11,0.547
rec.sport.baseball,Topic 9,space earth,0.295,Positive,0.75,0.4
sport.hockey.nhl,Topic 13,let put,0.328,Positive,0.233,0.559
comp.graphics.software,Topic 6,bit point,0.266,Positive,0.188,0.366
rec.autos.buying,Topic 9,space earth,0.371,Positive,0.225,0.444
rec.motorcycles,Topic 13,let put,0.3,Positive,0.086,0.679
misc.forsale,Topic 11,sale new,0.254,Negative,-0.125,0.75
comp.graphics.software,Topic 6,bit point,0.332,Positive,0.13,0.44
religion.christian.bible,Topic 14,god christian,0.499,Positive,0.208,0.378
politics.mideast.israel,Topic 7,israel jew,0.262,Positive,0.062,0.414
misc.forsale,Topic 25,homosexual homosexuality,0.79,Positive,0.381,0.31
misc.forsale,Topic 13,let put,0.357,Positive,0.422,0.539
sport.hockey.nhl,Topic 13,let put,0.314,Negative,-0.119,0.393
rec.autos.buying,Topic 25,homosexual homosexuality,0.334,Neutral,0.045,0.424
comp.os.ms-windows.misc,Topic 22,window set color,0.389,Positive,0.334,0.599
comp.windows.x,Topic 16,file image,0.595,Neutral,0.045,0.473
comp.os.ms-windows.misc,Topic 12,computer system,0.583,Positive,0.14,0.64
religion.christian.bible,Topic 13,let put,0.373,Positive,0.293,0.532
comp.graphics.software,Topic 15,copy of a page,0.346,Neutral,-0.011,0.089
rec.autos.buying,Topic 13,let put,0.347,Positive,0.212,0.318
rec.motorcycles,Topic 20,mile a car,0.318,Negative,-0.074,0.362
comp.windows.x,Topic 12,computer system,0.379,Positive,0.062,0.5
sport.hockey.nhl,Topic 13,let put,0.479,Positive,0.119,0.444
alt.atheism,Topic 17,evidence claim,0.553,Negative,-0.104,0.271
rec.motorcycles,Topic 13,let put,0.403,Positive,0.11,0.553
rec.autos.buying,Topic 13,let put,0.193,Positive,0.306,0.628
sport.hockey.general,Topic 26,football player vs. football team,0.52,Neutral,0.014,0.36
politics.guns.control,Topic 13,let put,0.614,Positive,0.125,0.308
religion.christian.church,Topic 17,evidence claim,0.548,Positive,0.07,0.423
sport.hockey.nhl,Topic 13,let put,0.393,Positive,0.066,0.559
sci.med.disease,Topic 2,taken home home,0.41,Positive,0.125,0.55
politics.mideast.arab,Topic 30,president of the united states,0.213,Neutral,0.016,0.37
sci.med.disease,Topic 12,computer system,0.205,Positive,0.25,0.2
sci.electronics.circuit,Topic 13,let put,0.66,Positive,0.11,0.399
talk.politics.misc,Topic 2,taken home home,0.474,Positive,0.183,0.278
comp.hardware.drives,Topic 12,computer system,0.606,Neutral,-0.023,0.475
rec.motorcycles,Topic 20,mile a car,0.505,Positive,0.25,0.4
sci.space.astronomy,Topic 6,bit point,0.34,Positive,0.115,0.582
comp.os.ms-windows.misc,Topic 13,let put,0.223,Positive,0.157,0.775
rec.sport.baseball,Topic 26,football player vs. football team,0.229,Negative,-0.104,0.392
comp.os.ms-windows.misc,Topic 12,computer system,0.376,Neutral,0.0,0.52
comp.sys.mac.hardware,Topic 12,computer system,0.385,Positive,0.308,0.421
comp.hardware.drives,Topic 12,computer system,0.349,Positive,0.15,0.65
comp.hardware.cpu,Topic 12,computer system,0.232,Positive,0.263,0.462
comp.os.ms-windows.misc,Topic 12,computer system,0.334,Negative,-0.079,0.226
sci.med.disease,Topic 28,patient drug,0.223,Negative,-0.075,0.388
talk.politics.misc,Topic 30,president of the united states,0.606,Neutral,-0.027,0.48
alt.atheism,Topic 13,let put,0.452,Positive,1.0,1.0
religion.christian.church,Topic 14,god christian,0.401,Positive,0.17,0.435
rec.sport.baseball,Topic 13,let put,0.333,Neutral,-0.043,0.499
sci.crypt,Topic 10,key government,0.309,Positive,0.148,0.404
politics.guns.control,Topic 13,let put,0.561,Negative,-0.181,0.431
politics.guns.control,Topic 13,let put,0.308,Positive,0.232,0.53
comp.windows.x,Topic 19,client server,0.445,Positive,0.115,0.535
comp.hardware.cpu,Topic 13,let put,0.259,Positive,0.188,0.574
sci.space.nasa,Topic 13,let put,0.318,Positive,0.18,0.38
comp.windows.x,Topic 16,file image,0.448,Positive,0.113,0.617
sci.electronics.circuit,Topic 12,computer system,0.316,Neutral,0.014,0.382
comp.windows.x,Topic 16,file image,0.263,Positive,0.2,0.2
talk.religion.misc,Topic 14,god christian,0.26,Positive,0.075,0.444
politics.guns.control,Topic 14,god christian,0.314,Neutral,-0.025,0.35
rec.sport.baseball,Topic 13,let put,0.284,Positive,0.073,0.74
sci.electronics.circuit,Topic 6,bit point,0.309,Neutral,0.04,0.384
talk.religion.misc,Topic 17,evidence claim,0.367,Positive,0.103,0.396
talk.religion.misc,Topic 14,god christian,0.497,Positive,0.178,0.674
religion.christian.church,Topic 17,evidence claim,0.374,Positive,0.097,0.519
sci.med.disease,Topic 28,patient drug,0.505,Negative,-0.1,0.433
sport.hockey.nhl,Topic 13,let put,0.339,Positive,0.31,0.504
sci.electronics.circuit,Topic 11,sale new,0.34,Positive,0.136,0.455
religion.christian.bible,Topic 14,god christian,0.508,Positive,0.1,0.393
sci.crypt,Topic 13,let put,0.367,Neutral,0.0,0.5
comp.graphics.software,Topic 6,bit point,0.235,Positive,0.256,0.66
comp.os.ms-windows.misc,Topic 16,file image,0.363,Positive,0.179,0.398
sci.electronics.devices,Topic 23,power battery,0.275,Neutral,0.043,0.366
talk.politics.misc,Topic 4,state law gun,0.266,Neutral,0.003,0.139
rec.motorcycles,Topic 13,let put,0.361,Negative,-0.121,0.349
alt.atheism,Topic 11,sale new,0.182,Negative,-0.271,0.766
rec.autos.buying,Topic 20,mile a car,0.263,Positive,0.17,0.496
sci.electronics.devices,Topic 28,patient drug,0.362,Neutral,-0.027,0.626
misc.forsale,Topic 11,sale new,0.17,Positive,0.159,0.408
comp.sys.mac.hardware,Topic 13,let put,0.329,Neutral,0.0,0.0
sci.space.nasa,Topic 13,let put,0.389,Positive,0.173,0.573
sci.electronics.devices,Topic 13,let put,0.261,Neutral,-0.05,0.495
sport.hockey.general,Topic 26,football player vs. football team,0.335,Positive,0.111,0.467
misc.forsale,Topic 11,sale new,0.33,Positive,0.688,0.525
rec.autos.buying,Topic 17,evidence claim,0.2,Positive,0.117,0.6
comp.windows.x,Topic 13,let put,0.556,Positive,0.4,0.4
sport.hockey.nhl,Topic 13,let put,0.502,Positive,0.069,0.363
sci.crypt,Topic 17,evidence claim,0.197,Positive,0.12,0.473
rec.motorcycles,Topic 13,let put,0.262,Positive,0.8,0.75
comp.os.ms-windows.misc,Topic 22,window set color,0.367,Positive,0.168,0.327
comp.os.ms-windows.misc,Topic 13,let put,0.278,Positive,0.143,0.339
comp.os.ms-windows.misc,Topic 12,computer system,0.327,Positive,0.225,0.25
sci.space.astronomy,Topic 9,space earth,0.352,Positive,0.45,0.525
comp.sys.mac.hardware,Topic 26,football player vs. football team,0.219,Neutral,0.0,0.229
politics.mideast.israel,Topic 7,israel jew,0.313,Positive,0.095,0.426
sci.crypt,Topic 10,key government,0.283,Positive,0.131,0.55
comp.windows.x,Topic 13,let put,0.416,Neutral,-0.003,0.605
rec.motorcycles,Topic 13,let put,0.422,Negative,-0.151,0.517
sport.hockey.nhl,Topic 26,football player vs. football team,0.403,Neutral,-0.017,0.443
sci.electronics.circuit,Topic 13,let put,0.222,Positive,0.239,0.606
religion.christian.bible,Topic 14,god christian,0.591,Positive,0.15,0.6
politics.guns.control,Topic 13,let put,0.538,Positive,0.067,0.217
sport.hockey.general,Topic 26,football player vs. football team,0.41,Neutral,0.045,0.265
sport.hockey.nhl,Topic 26,football player vs. football team,0.367,Positive,0.318,0.604
rec.autos.repair,Topic 13,let put,0.559,Negative,-0.067,0.502
comp.windows.x,Topic 12,computer system,0.251,Positive,0.188,0.41
religion.christian.church,Topic 17,evidence claim,0.488,Positive,0.075,0.433
comp.windows.x,Topic 8,wiki wiki,0.316,Positive,0.2,0.275
rec.autos.buying,Topic 20,mile a car,0.286,Positive,0.133,0.508
rec.autos.repair,Topic 20,mile a car,0.511,Positive,0.051,0.439
politics.mideast.arab,Topic 14,god christian,0.231,Positive,0.064,0.345
comp.windows.x,Topic 16,file image,0.322,Neutral,0.045,0.368
sport.hockey.nhl,Topic 26,football player vs. football team,0.452,Negative,-0.14,0.198
sci.space.astronomy,Topic 9,space earth,0.232,Negative,-0.079,0.433
sport.hockey.nhl,Topic 13,let put,0.183,Neutral,0.0,0.2
comp.sys.mac.hardware,Topic 12,computer system,0.504,Negative,-0.07,0.607
talk.religion.misc,Topic 17,evidence claim,0.361,Neutral,-0.0,0.335
rec.motorcycles,Topic 13,let put,0.456,Positive,0.093,0.514
sci.med.treatment,Topic 28,patient drug,0.347,Positive,0.298,0.508
rec.autos.repair,Topic 20,mile a car,0.23,Neutral,-0.002,0.343
politics.mideast.israel,Topic 17,evidence claim,0.194,Positive,0.105,0.417
sci.space.astronomy,Topic 9,space earth,0.275,Positive,0.167,0.359
sci.space.nasa,Topic 9,space earth,0.634,Positive,0.082,0.442
sci.electronics.circuit,Topic 11,sale new,0.201,Positive,0.171,0.483
rec.sport.baseball,Topic 13,let put,0.519,Negative,-0.283,0.554
rec.sport.baseball,Topic 24,mike and john,0.213,Positive,0.112,0.95
comp.os.ms-windows.misc,Topic 11,sale new,0.246,Neutral,-0.004,0.476
politics.guns.control,Topic 30,president of the united states,0.444,Positive,0.115,0.677
comp.hardware.cpu,Topic 16,file image,0.411,Positive,0.189,0.544
sci.med.disease,Topic 13,let put,0.281,Neutral,0.045,0.624
comp.sys.mac.hardware,Topic 11,sale new,0.502,Positive,0.202,0.335
comp.windows.x,Topic 16,file image,0.471,Positive,0.211,0.444
comp.sys.mac.hardware,Topic 12,computer system,0.397,Neutral,0.043,0.279
talk.religion.misc,Topic 17,evidence claim,0.35,Negative,-0.15,0.5
sci.crypt,Topic 10,key government,0.286,Positive,0.185,0.634
talk.politics.misc,Topic 13,let put,0.377,Negative,-0.135,0.292
comp.graphics.hardware,Topic 12,computer system,0.379,Positive,0.175,0.4
comp.sys.mac.hardware,Topic 13,let put,0.378,Positive,0.103,0.569
alt.atheism,Topic 14,god christian,0.198,Positive,0.132,0.482
comp.graphics.software,Topic 16,file image,0.284,Neutral,0.0,0.0
rec.sport.baseball,Topic 13,let put,0.305,Positive,0.42,0.608
rec.sport.baseball,Topic 26,football player vs. football team,0.527,Positive,0.292,0.528
comp.sys.mac.hardware,Topic 11,sale new,0.345,Positive,0.2,0.45
comp.windows.x,Topic 8,wiki wiki,0.423,Positive,0.2,0.1
religion.christian.bible,Topic 17,evidence claim,0.318,Positive,0.111,0.478
comp.os.ms-windows.misc,Topic 13,let put,0.265,Positive,0.161,0.675
comp.windows.x,Topic 13,let put,0.36,Positive,0.347,0.613
comp.windows.x,Topic 11,sale new,0.225,Positive,0.457,0.736
sci.med.treatment,Topic 28,patient drug,0.283,Positive,0.177,0.393
sport.hockey.nhl,Topic 26,football player vs. football team,0.262,Positive,0.295,0.443
sci.crypt,Topic 16,file image,0.219,Neutral,-0.037,0.438
politics.mideast.israel,Topic 7,israel jew,0.495,Neutral,-0.022,0.46
talk.politics.misc,Topic 13,let put,0.274,Positive,0.065,0.444
politics.guns.control,Topic 13,let put,0.625,Negative,-0.092,0.458
sci.space.nasa,Topic 13,let put,0.233,Positive,0.169,0.525
politics.guns.rights,Topic 13,let put,0.388,Neutral,-0.024,0.549
comp.os.ms-windows.misc,Topic 16,file image,0.554,Neutral,0.015,0.6
comp.graphics.hardware,Topic 12,computer system,0.268,Positive,0.133,0.1
sci.electronics.circuit,Topic 11,sale new,0.522,Positive,0.109,0.416
politics.guns.control,Topic 13,let put,0.299,Positive,0.35,0.45
talk.religion.misc,Topic 16,file image,0.321,Positive,0.207,0.412
comp.os.ms-windows.misc,Topic 16,file image,0.258,Positive,0.062,0.429
sci.electronics.circuit,Topic 13,let put,0.33,Positive,0.278,0.606
comp.os.ms-windows.misc,Topic 20,mile a car,0.165,Negative,-0.116,0.361
sci.med.disease,Topic 13,let put,0.237,Neutral,-0.043,0.25
politics.mideast.arab,Topic 18,armenian azerbaijan,0.889,Neutral,0.046,0.299
misc.forsale,Topic 11,sale new,0.404,Positive,0.218,0.227
religion.christian.bible,Topic 14,god christian,0.618,Positive,0.139,0.63
sci.crypt,Topic 13,let put,0.238,Positive,0.135,0.538
sci.crypt,Topic 10,key government,0.197,Positive,0.075,0.557
politics.mideast.arab,Topic 7,israel jew,0.292,Positive,0.101,0.267
comp.hardware.cpu,Topic 13,let put,0.381,Positive,0.083,0.1
comp.os.ms-windows.misc,Topic 19,client server,0.335,Positive,0.062,0.312
politics.guns.control,Topic 13,let put,0.471,Positive,0.131,0.498
talk.religion.misc,Topic 30,president of the united states,0.388,Positive,0.131,0.324
politics.mideast.israel,Topic 17,evidence claim,0.317,Positive,0.238,0.488
sci.electronics.devices,Topic 16,file image,0.433,Positive,0.223,0.417
sport.hockey.nhl,Topic 26,football player vs. football team,0.428,Negative,-0.184,0.583
comp.sys.mac.hardware,Topic 13,let put,0.398,Positive,0.055,0.327
sci.space.nasa,Topic 13,let put,0.261,Positive,0.292,0.45
rec.motorcycles,Topic 13,let put,0.351,Positive,0.053,0.567
comp.graphics.software,Topic 6,bit point,0.374,Neutral,-0.038,0.522
comp.sys.mac.hardware,Topic 13,let put,0.246,Positive,0.068,0.497
religion.christian.bible,Topic 14,god christian,0.195,Positive,0.07,0.349
sport.hockey.nhl,Topic 5,bos van,0.41,Negative,-0.167,0.167
misc.forsale,Topic 11,sale new,0.349,Positive,0.057,0.272
sport.hockey.nhl,Topic 26,football player vs. football team,0.479,Positive,0.127,0.511
sci.med.disease,Topic 13,let put,0.451,Positive,0.105,0.69
comp.hardware.drives,Topic 12,computer system,0.283,Positive,0.086,0.501
politics.mideast.arab,Topic 7,israel jew,0.408,Neutral,-0.011,0.314
rec.sport.baseball,Topic 13,let put,0.378,Positive,0.144,0.395
comp.hardware.drives,Topic 12,computer system,0.455,Positive,0.214,0.5
rec.sport.baseball,Topic 13,let put,0.318,Positive,0.103,0.61
sci.electronics.circuit,Topic 13,let put,0.306,Positive,0.212,0.568
comp.sys.mac.hardware,Topic 13,let put,0.355,Positive,0.131,0.404
comp.graphics.software,Topic 24,mike and john,0.277,Neutral,0.0,0.1
sport.hockey.nhl,Topic 26,football player vs. football team,0.341,Positive,0.125,0.55
comp.hardware.drives,Topic 12,computer system,0.371,Neutral,0.003,0.314
rec.autos.repair,Topic 6,bit point,0.318,Positive,0.207,0.467
religion.christian.church,Topic 14,god christian,0.583,Positive,0.148,0.456
comp.windows.x,Topic 13,let put,0.67,Positive,0.25,0.562
sport.hockey.nhl,Topic 13,let put,0.479,Neutral,0.037,0.376
religion.christian.bible,Topic 14,god christian,0.372,Positive,0.222,0.557
sport.hockey.nhl,Topic 26,football player vs. football team,0.338,Positive,0.116,0.296
sport.hockey.general,Topic 13,let put,0.338,Positive,0.125,0.583
talk.religion.misc,Topic 13,let put,0.228,Positive,0.148,0.503
rec.motorcycles,Topic 13,let put,0.349,Negative,-0.494,0.75
talk.politics.misc,Topic 9,space earth,0.313,Neutral,0.0,0.475
sci.space.nasa,Topic 13,let put,0.351,Positive,0.314,0.575
politics.guns.control,Topic 13,let put,0.526,Negative,-0.455,0.633
comp.windows.x,Topic 22,window set color,0.659,Positive,0.075,0.576
sci.space.nasa,Topic 4,state law gun,0.268,Positive,0.182,0.443
comp.windows.x,Topic 16,file image,0.613,Positive,0.087,0.347
sci.med.disease,Topic 13,let put,0.317,Neutral,-0.009,0.463
religion.christian.church,Topic 17,evidence claim,0.282,Neutral,-0.017,0.4
comp.windows.x,Topic 16,file image,0.278,Positive,0.114,0.428
comp.graphics.software,Topic 13,let put,0.491,Positive,0.183,0.333
politics.guns.control,Topic 13,let put,0.184,Negative,-0.117,0.504
comp.hardware.cpu,Topic 13,let put,0.283,Neutral,0.042,0.482
politics.guns.control,Topic 13,let put,0.239,Negative,-0.075,0.7
comp.os.ms-windows.misc,Topic 16,file image,0.351,Positive,0.239,0.568
religion.christian.bible,Topic 17,evidence claim,0.379,Positive,0.156,0.314
rec.motorcycles,Topic 13,let put,0.464,Neutral,0.033,0.519
politics.mideast.israel,Topic 17,evidence claim,0.29,Neutral,0.033,0.142
comp.graphics.software,Topic 16,file image,0.233,Positive,0.276,0.537
misc.forsale,Topic 11,sale new,0.425,Positive,0.19,0.6
sport.hockey.nhl,Topic 26,football player vs. football team,0.473,Neutral,-0.037,0.325
rec.motorcycles,Topic 13,let put,0.308,Positive,0.175,0.432
comp.os.ms-windows.misc,Topic 12,computer system,0.416,Positive,0.419,0.338
sci.space.astronomy,Topic 9,space earth,0.519,Negative,-0.063,0.331
sci.electronics.devices,Topic 12,computer system,0.347,Positive,0.185,0.426
sci.space.nasa,Topic 16,file image,0.281,Positive,0.092,0.445
sci.space.nasa,Topic 30,president of the united states,0.2,Positive,0.168,0.425
sport.hockey.nhl,Topic 13,let put,0.234,Positive,0.11,0.382
rec.sport.baseball,Topic 13,let put,0.316,Positive,0.225,0.672
sci.crypt,Topic 10,key government,0.275,Negative,-0.095,0.578
comp.hardware.cpu,Topic 12,computer system,0.407,Positive,0.077,0.425
sci.crypt,Topic 30,president of the united states,0.34,Positive,0.086,0.524
politics.mideast.israel,Topic 30,president of the united states,0.372,Positive,0.2,0.267
rec.sport.baseball,Topic 13,let put,0.25,Positive,0.201,0.495
politics.guns.control,Topic 13,let put,0.291,Negative,-0.131,0.417
comp.windows.x,Topic 22,window set color,0.507,Positive,0.252,0.417
sci.med.disease,Topic 28,patient drug,0.199,Neutral,0.043,0.317
sci.space.nasa,Topic 17,evidence claim,0.27,Positive,0.121,0.392
rec.autos.buying,Topic 20,mile a car,0.257,Neutral,0.028,0.423
talk.religion.misc,Topic 14,god christian,0.751,Neutral,-0.03,0.542
politics.mideast.arab,Topic 4,state law gun,0.358,Positive,0.228,0.667
